generator_source,detector,scenario_id,case_id,target_family,predicted_family,family_exact_match,family_top3_match,family_match_label,target_assets,predicted_assets,asset_match,asset_accuracy,truth_signal_count,predicted_grounded_signal_count,evidence_grounding_overlap,evidence_grounding_label,action_relevance_score,action_relevance_label,partial_alignment_score,unsupported_claim,primary_error_category,operator_summary,recommended_actions_excerpt,uncertainty_notes,case_path,grounding_pass_strict,grounding_pass_partial,asset_full_match,asset_partial_match,action_relevance_pass,strict_operator_support_pass,operator_support_score,updated_error_category,structured_asset_constraint_note
claude,lstm,scn_fdi_bus114_vpu_phase_a_dropout,claude__lstm__scn_fdi_bus114_vpu_phase_a_dropout,false_data_injection,false_data_injection,1,1,exact,bus114,bess108,none,0.0,5,4,0.2,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess108. Detector crossed threshold at 2025-06-01T08:31:01+00:00.,Cross-check bus_114_v_pu_phase_a against historian or device-side telemetry before changing control settings. | Hold operator action on bess108 until the measurement path is verified.,No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\lstm__scn_fdi_bus114_vpu_phase_a_dropout.json,0,1,0,0,1,0,0.6400000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,lstm,scn_fdi_bus150_vpu_phase_c_ramp_bias,claude__lstm__scn_fdi_bus150_vpu_phase_c_ramp_bias,false_data_injection,false_data_injection,1,1,exact,bus150,bess48,none,0.0,5,6,0.2,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T00:46:01+00:00.,Cross-check bus_150_v_pu_phase_c against historian or device-side telemetry before changing control settings. | Hold operator action on bess48 until the measurement path is verified.,No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\lstm__scn_fdi_bus150_vpu_phase_c_ramp_bias.json,0,1,0,0,1,0,0.6400000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,lstm,scn_fdi_pv83_q_kvar_scale_step,claude__lstm__scn_fdi_pv83_q_kvar_scale_step,false_data_injection,false_data_injection,1,1,exact,pv83,bess48,none,0.0,5,6,0.2,medium,0.5,medium,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T02:31:01+00:00.,Cross-check q_kvar against historian or device-side telemetry before changing control settings. | Hold operator action on bess48 until the measurement path is verified.,Top runtime family candidates are close (false_data_injection vs oscillatory_control). Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\lstm__scn_fdi_pv83_q_kvar_scale_step.json,0,1,0,0,1,0,0.6150000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,lstm,scn_oscillatory_sw3_state_switching,claude__lstm__scn_oscillatory_sw3_state_switching,oscillatory_control,oscillatory_control,1,1,exact,sw3,bess48,none,0.0,7,6,0.1428571428571428,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with oscillatory_control. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T21:01:01+00:00.,Inspect repeated controller toggles and control-loop behavior around bess48. | Check whether bess48 is cycling between competing setpoints.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\lstm__scn_oscillatory_sw3_state_switching.json,0,1,0,0,1,0,0.6285714285714287,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,threshold_baseline,scn_cmd_delay_bess108_target_kw_ramp,claude__threshold_baseline__scn_cmd_delay_bess108_target_kw_ramp,command_delay,command_delay,1,1,exact,bess108,bess108|bess48,partial,0.5,5,6,0.25,medium,0.5,medium,1.0,0,correct family / partial evidence,"Runtime evidence is most consistent with command_delay. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T06:32:01+00:00.","Compare issue, acknowledgement, and execution timestamps for target_kw on bess48. | Inspect controller queues and recent dispatch logs for bess48.",No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\threshold_baseline__scn_cmd_delay_bess108_target_kw_ramp.json,0,1,0,1,1,0,0.7250000000000001,correct family / insufficient grounded evidence,structured asset constraints already support the predicted asset set
claude,threshold_baseline,scn_oscillatory_sw3_state_switching,claude__threshold_baseline__scn_oscillatory_sw3_state_switching,oscillatory_control,oscillatory_control,1,1,exact,sw3,bess48,none,0.0,7,6,0.1428571428571428,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with oscillatory_control. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T21:01:01+00:00.,Inspect repeated controller toggles and control-loop behavior around bess48. | Check whether bess48 is cycling between competing setpoints.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\threshold_baseline__scn_oscillatory_sw3_state_switching.json,0,1,0,0,1,0,0.6285714285714287,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,transformer,scn_cmd_delay_bess108_target_kw_ramp,claude__transformer__scn_cmd_delay_bess108_target_kw_ramp,command_delay,command_delay,1,1,exact,bess108,bess108|bess48,partial,0.5,5,6,0.25,medium,0.5,medium,1.0,0,correct family / partial evidence,"Runtime evidence is most consistent with command_delay. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T06:31:01+00:00.","Compare issue, acknowledgement, and execution timestamps for target_kw on bess48. | Inspect controller queues and recent dispatch logs for bess48.",No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\transformer__scn_cmd_delay_bess108_target_kw_ramp.json,0,1,0,1,1,0,0.7250000000000001,correct family / insufficient grounded evidence,structured asset constraints already support the predicted asset set
claude,transformer,scn_cmd_suppression_pv60_status_freeze,claude__transformer__scn_cmd_suppression_pv60_status_freeze,command_suppression,command_suppression,1,1,exact,pv60,bess108|bess48,none,0.0,5,6,0.0,low,0.5,medium,1.0,0,correct family / wrong asset,"Runtime evidence is most consistent with command_suppression. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T15:01:01+00:00.","Verify write acknowledgements and local controller response on bess48. | Check whether recent writes were blocked, frozen, or left unapplied.",Constraints: Only coarse bess48-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\transformer__scn_cmd_suppression_pv60_status_freeze.json,0,0,0,0,1,0,0.5750000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,transformer,scn_fdi_bess48_terminal_i_stale_replay,claude__transformer__scn_fdi_bess48_terminal_i_stale_replay,false_data_injection,false_data_injection,1,1,exact,bess48,bess48,exact,1.0,5,6,0.25,medium,1.0,high,1.0,0,correct family / partial evidence,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T04:16:01+00:00.,Cross-check terminal_i_a against historian or device-side telemetry before changing control settings. | Hold operator action on bess48 until the measurement path is verified.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\transformer__scn_fdi_bess48_terminal_i_stale_replay.json,0,1,1,0,1,0,0.8500000000000001,correct family / insufficient grounded evidence,structured asset constraints already support the predicted asset set
claude,transformer,scn_fdi_bus114_vpu_phase_a_dropout,claude__transformer__scn_fdi_bus114_vpu_phase_a_dropout,false_data_injection,false_data_injection,1,1,exact,bus114,bess108,none,0.0,5,4,0.2,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess108. Detector crossed threshold at 2025-06-01T08:31:01+00:00.,Cross-check bus_114_v_pu_phase_a against historian or device-side telemetry before changing control settings. | Hold operator action on bess108 until the measurement path is verified.,No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\transformer__scn_fdi_bus114_vpu_phase_a_dropout.json,0,1,0,0,1,0,0.6400000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,transformer,scn_fdi_bus150_vpu_phase_c_ramp_bias,claude__transformer__scn_fdi_bus150_vpu_phase_c_ramp_bias,false_data_injection,false_data_injection,1,1,exact,bus150,bess48,none,0.0,5,6,0.2,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T00:46:01+00:00.,Cross-check bus_150_v_pu_phase_c against historian or device-side telemetry before changing control settings. | Hold operator action on bess48 until the measurement path is verified.,No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\transformer__scn_fdi_bus150_vpu_phase_c_ramp_bias.json,0,1,0,0,1,0,0.6400000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,transformer,scn_fdi_pv83_q_kvar_scale_step,claude__transformer__scn_fdi_pv83_q_kvar_scale_step,false_data_injection,false_data_injection,1,1,exact,pv83,bess48,none,0.0,5,6,0.2,medium,0.5,medium,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T02:31:01+00:00.,Cross-check q_kvar against historian or device-side telemetry before changing control settings. | Hold operator action on bess48 until the measurement path is verified.,Top runtime family candidates are close (false_data_injection vs oscillatory_control). Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\transformer__scn_fdi_pv83_q_kvar_scale_step.json,0,1,0,0,1,0,0.6150000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
gemini,autoencoder,scn_01_fdi_feeder_power_ramp,gemini__autoencoder__scn_01_fdi_feeder_power_ramp,false_data_injection,false_data_injection,1,1,exact,feeder,feeder,exact,1.0,2,2,1.0,high,1.0,high,1.0,0,fully aligned,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to feeder. Detector crossed threshold at 2025-06-01T01:01:01+00:00.,Cross-check feeder_p_kw_total against historian or device-side telemetry before changing control settings. | Hold operator action on feeder until the measurement path is verified.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\autoencoder__scn_01_fdi_feeder_power_ramp.json,1,1,1,0,1,1,1.0,strictly aligned operator support,structured asset constraints already support the predicted asset set
gemini,autoencoder,scn_03_suppress_bess48_target,gemini__autoencoder__scn_03_suppress_bess48_target,command_suppression,command_suppression,1,1,exact,bess48,bess108|bess48,partial,0.5,3,6,0.25,medium,1.0,high,1.0,0,correct family / partial evidence,"Runtime evidence is most consistent with command_suppression. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T06:01:01+00:00.","Verify write acknowledgements and local controller response on bess48. | Check whether recent writes were blocked, frozen, or left unapplied.",No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\autoencoder__scn_03_suppress_bess48_target.json,0,1,0,1,1,0,0.7500000000000001,correct family / insufficient grounded evidence,structured asset constraints already support the predicted asset set
gemini,autoencoder,scn_04_disconnect_pv60,gemini__autoencoder__scn_04_disconnect_pv60,DER_disconnect,DER_disconnect,1,1,exact,pv60,feeder,none,0.0,3,6,0.3333333333333333,medium,0.5,medium,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with DER_disconnect. Strongest localized evidence points to feeder. Detector crossed threshold at 2025-06-01T09:01:01+00:00.,"Inspect status, mode, and availability transitions for feeder. | Verify whether feeder entered standby, trip, or a forced disconnect condition.",Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\autoencoder__scn_04_disconnect_pv60.json,0,1,0,0,1,0,0.6416666666666667,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
gemini,autoencoder,scn_05_oscillation_c83,gemini__autoencoder__scn_05_oscillation_c83,oscillatory_control,oscillatory_control,1,1,exact,c83,feeder,none,0.0,3,7,0.3333333333333333,medium,0.5,medium,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with oscillatory_control. Strongest localized evidence points to feeder. Detector crossed threshold at 2025-06-01T12:01:01+00:00.,Inspect repeated controller toggles and control-loop behavior around feeder. | Check whether feeder is cycling between competing setpoints.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\autoencoder__scn_05_oscillation_c83.json,0,1,0,0,1,0,0.6416666666666667,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
gemini,autoencoder,scn_09_disconnect_bess108_mode,gemini__autoencoder__scn_09_disconnect_bess108_mode,DER_disconnect,DER_disconnect,1,1,exact,bess108,l115,none,0.0,3,6,0.0,low,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with DER_disconnect. Strongest localized evidence points to l115. Detector crossed threshold at 2025-06-01T21:01:01+00:00.,"Inspect status, mode, and availability transitions for l115. | Verify whether l115 entered standby, trip, or a forced disconnect condition.",Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\autoencoder__scn_09_disconnect_bess108_mode.json,0,0,0,0,1,0,0.6000000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
gemini,gru,scn_01_fdi_feeder_power_ramp,gemini__gru__scn_01_fdi_feeder_power_ramp,false_data_injection,false_data_injection,1,1,exact,feeder,feeder,exact,1.0,2,2,1.0,high,1.0,high,1.0,0,fully aligned,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to feeder. Detector crossed threshold at 2025-06-01T01:01:01+00:00.,Cross-check feeder_p_kw_total against historian or device-side telemetry before changing control settings. | Hold operator action on feeder until the measurement path is verified.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\gru__scn_01_fdi_feeder_power_ramp.json,1,1,1,0,1,1,1.0,strictly aligned operator support,structured asset constraints already support the predicted asset set
gemini,gru,scn_03_suppress_bess48_target,gemini__gru__scn_03_suppress_bess48_target,command_suppression,command_suppression,1,1,exact,bess48,bess108|bess48,partial,0.5,3,6,0.25,medium,1.0,high,1.0,0,correct family / partial evidence,"Runtime evidence is most consistent with command_suppression. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T06:01:01+00:00.","Verify write acknowledgements and local controller response on bess48. | Check whether recent writes were blocked, frozen, or left unapplied.",No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\gru__scn_03_suppress_bess48_target.json,0,1,0,1,1,0,0.7500000000000001,correct family / insufficient grounded evidence,structured asset constraints already support the predicted asset set
gemini,gru,scn_04_disconnect_pv60,gemini__gru__scn_04_disconnect_pv60,DER_disconnect,DER_disconnect,1,1,exact,pv60,feeder,none,0.0,3,6,0.3333333333333333,medium,0.5,medium,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with DER_disconnect. Strongest localized evidence points to feeder. Detector crossed threshold at 2025-06-01T09:01:01+00:00.,"Inspect status, mode, and availability transitions for feeder. | Verify whether feeder entered standby, trip, or a forced disconnect condition.",Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\gru__scn_04_disconnect_pv60.json,0,1,0,0,1,0,0.6416666666666667,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
gemini,gru,scn_05_oscillation_c83,gemini__gru__scn_05_oscillation_c83,oscillatory_control,oscillatory_control,1,1,exact,c83,feeder,none,0.0,3,7,0.3333333333333333,medium,0.5,medium,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with oscillatory_control. Strongest localized evidence points to feeder. Detector crossed threshold at 2025-06-01T12:01:01+00:00.,Inspect repeated controller toggles and control-loop behavior around feeder. | Check whether feeder is cycling between competing setpoints.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\gru__scn_05_oscillation_c83.json,0,1,0,0,1,0,0.6416666666666667,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
gemini,gru,scn_09_disconnect_bess108_mode,gemini__gru__scn_09_disconnect_bess108_mode,DER_disconnect,DER_disconnect,1,1,exact,bess108,l115,none,0.0,3,6,0.0,low,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with DER_disconnect. Strongest localized evidence points to l115. Detector crossed threshold at 2025-06-01T21:01:01+00:00.,"Inspect status, mode, and availability transitions for l115. | Verify whether l115 entered standby, trip, or a forced disconnect condition.",Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\gru__scn_09_disconnect_bess108_mode.json,0,0,0,0,1,0,0.6000000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
gemini,isolation_forest,scn_01_fdi_feeder_power_ramp,gemini__isolation_forest__scn_01_fdi_feeder_power_ramp,false_data_injection,coordinated_multi_asset,0,1,none,feeder,bess108|bess48,none,0.0,2,7,0.5,high,0.5,medium,0.0,0,wrong family / grounded evidence,"Runtime evidence is most consistent with coordinated_multi_asset. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T01:05:01+00:00.","Correlate commands and telemetry across bess48, bess108 before a corrective action. | Escalate cross-asset review instead of changing a single device in isolation.",No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\isolation_forest__scn_01_fdi_feeder_power_ramp.json,1,1,0,0,1,0,0.37500000000000006,wrong family / grounded evidence,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
gemini,isolation_forest,scn_03_suppress_bess48_target,gemini__isolation_forest__scn_03_suppress_bess48_target,command_suppression,command_suppression,1,1,exact,bess48,bess48,exact,1.0,3,6,0.3333333333333333,medium,1.0,high,1.0,0,correct family / partial evidence,Runtime evidence is most consistent with command_suppression. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T06:05:01+00:00.,"Verify write acknowledgements and local controller response on bess48. | Check whether recent writes were blocked, frozen, or left unapplied.",Top runtime family candidates are close (command_suppression vs oscillatory_control).,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\isolation_forest__scn_03_suppress_bess48_target.json,0,1,1,0,1,0,0.8666666666666667,correct family / insufficient grounded evidence,structured asset constraints already support the predicted asset set
gemini,isolation_forest,scn_04_disconnect_pv60,gemini__isolation_forest__scn_04_disconnect_pv60,DER_disconnect,false_data_injection,0,0,none,pv60,feeder|l115,none,0.0,3,6,0.3333333333333333,medium,0.0,low,0.0,0,wrong family / grounded evidence,"Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to feeder, l115. Detector crossed threshold at 2025-06-01T09:05:01+00:00.",Cross-check pv_pv83_p_kw against historian or device-side telemetry before changing control settings. | Hold operator action on feeder until the measurement path is verified.,"Runtime evidence is sparse, so the family label should be treated as low confidence. Top runtime family candidates are close (false_data_injection vs coordinated_multi_asset).",phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\isolation_forest__scn_04_disconnect_pv60.json,0,1,0,0,0,0,0.11666666666666667,partially aligned,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
gemini,isolation_forest,scn_05_oscillation_c83,gemini__isolation_forest__scn_05_oscillation_c83,oscillatory_control,oscillatory_control,1,1,exact,c83,feeder|l115,none,0.0,3,8,0.3333333333333333,medium,0.5,medium,1.0,0,correct family / wrong asset,"Runtime evidence is most consistent with oscillatory_control. Strongest localized evidence points to l115, feeder. Detector crossed threshold at 2025-06-01T12:05:01+00:00.",Inspect repeated controller toggles and control-loop behavior around l115. | Check whether l115 is cycling between competing setpoints.,Top runtime family candidates are close (oscillatory_control vs false_data_injection).,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\isolation_forest__scn_05_oscillation_c83.json,0,1,0,0,1,0,0.6416666666666667,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
gemini,isolation_forest,scn_09_disconnect_bess108_mode,gemini__isolation_forest__scn_09_disconnect_bess108_mode,DER_disconnect,oscillatory_control,0,0,none,bess108,l115,none,0.0,3,8,0.3333333333333333,medium,0.5,medium,0.0,0,wrong family / grounded evidence,Runtime evidence is most consistent with oscillatory_control. Strongest localized evidence points to l115. Detector crossed threshold at 2025-06-01T21:05:01+00:00.,Inspect repeated controller toggles and control-loop behavior around l115. | Check whether l115 is cycling between competing setpoints.,No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\isolation_forest__scn_09_disconnect_bess108_mode.json,0,1,0,0,1,0,0.14166666666666666,partially aligned,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
gemini,lstm,scn_01_fdi_feeder_power_ramp,gemini__lstm__scn_01_fdi_feeder_power_ramp,false_data_injection,false_data_injection,1,1,exact,feeder,feeder,exact,1.0,2,2,1.0,high,1.0,high,1.0,0,fully aligned,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to feeder. Detector crossed threshold at 2025-06-01T01:01:01+00:00.,Cross-check feeder_p_kw_total against historian or device-side telemetry before changing control settings. | Hold operator action on feeder until the measurement path is verified.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\lstm__scn_01_fdi_feeder_power_ramp.json,1,1,1,0,1,1,1.0,strictly aligned operator support,structured asset constraints already support the predicted asset set
gemini,lstm,scn_03_suppress_bess48_target,gemini__lstm__scn_03_suppress_bess48_target,command_suppression,command_suppression,1,1,exact,bess48,bess108|bess48,partial,0.5,3,6,0.25,medium,1.0,high,1.0,0,correct family / partial evidence,"Runtime evidence is most consistent with command_suppression. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T06:01:01+00:00.","Verify write acknowledgements and local controller response on bess48. | Check whether recent writes were blocked, frozen, or left unapplied.",No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\lstm__scn_03_suppress_bess48_target.json,0,1,0,1,1,0,0.7500000000000001,correct family / insufficient grounded evidence,structured asset constraints already support the predicted asset set
gemini,lstm,scn_04_disconnect_pv60,gemini__lstm__scn_04_disconnect_pv60,DER_disconnect,DER_disconnect,1,1,exact,pv60,feeder,none,0.0,3,6,0.3333333333333333,medium,0.5,medium,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with DER_disconnect. Strongest localized evidence points to feeder. Detector crossed threshold at 2025-06-01T09:01:01+00:00.,"Inspect status, mode, and availability transitions for feeder. | Verify whether feeder entered standby, trip, or a forced disconnect condition.",Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\lstm__scn_04_disconnect_pv60.json,0,1,0,0,1,0,0.6416666666666667,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
gemini,lstm,scn_05_oscillation_c83,gemini__lstm__scn_05_oscillation_c83,oscillatory_control,oscillatory_control,1,1,exact,c83,feeder,none,0.0,3,7,0.3333333333333333,medium,0.5,medium,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with oscillatory_control. Strongest localized evidence points to feeder. Detector crossed threshold at 2025-06-01T12:01:01+00:00.,Inspect repeated controller toggles and control-loop behavior around feeder. | Check whether feeder is cycling between competing setpoints.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\lstm__scn_05_oscillation_c83.json,0,1,0,0,1,0,0.6416666666666667,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
gemini,lstm,scn_09_disconnect_bess108_mode,gemini__lstm__scn_09_disconnect_bess108_mode,DER_disconnect,DER_disconnect,1,1,exact,bess108,l115,none,0.0,3,6,0.0,low,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with DER_disconnect. Strongest localized evidence points to l115. Detector crossed threshold at 2025-06-01T21:01:01+00:00.,"Inspect status, mode, and availability transitions for l115. | Verify whether l115 entered standby, trip, or a forced disconnect condition.",Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\lstm__scn_09_disconnect_bess108_mode.json,0,0,0,0,1,0,0.6000000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
gemini,threshold_baseline,scn_03_suppress_bess48_target,gemini__threshold_baseline__scn_03_suppress_bess48_target,command_suppression,command_suppression,1,1,exact,bess48,bess108|bess48,partial,0.5,3,6,0.25,medium,1.0,high,1.0,0,correct family / partial evidence,"Runtime evidence is most consistent with command_suppression. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T06:01:01+00:00.","Verify write acknowledgements and local controller response on bess48. | Check whether recent writes were blocked, frozen, or left unapplied.",No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\threshold_baseline__scn_03_suppress_bess48_target.json,0,1,0,1,1,0,0.7500000000000001,correct family / insufficient grounded evidence,structured asset constraints already support the predicted asset set
gemini,threshold_baseline,scn_04_disconnect_pv60,gemini__threshold_baseline__scn_04_disconnect_pv60,DER_disconnect,DER_disconnect,1,1,exact,pv60,feeder,none,0.0,3,6,0.3333333333333333,medium,0.5,medium,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with DER_disconnect. Strongest localized evidence points to feeder. Detector crossed threshold at 2025-06-01T09:01:01+00:00.,"Inspect status, mode, and availability transitions for feeder. | Verify whether feeder entered standby, trip, or a forced disconnect condition.",Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\threshold_baseline__scn_04_disconnect_pv60.json,0,1,0,0,1,0,0.6416666666666667,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
gemini,threshold_baseline,scn_05_oscillation_c83,gemini__threshold_baseline__scn_05_oscillation_c83,oscillatory_control,oscillatory_control,1,1,exact,c83,feeder,none,0.0,3,7,0.3333333333333333,medium,0.5,medium,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with oscillatory_control. Strongest localized evidence points to feeder. Detector crossed threshold at 2025-06-01T12:01:01+00:00.,Inspect repeated controller toggles and control-loop behavior around feeder. | Check whether feeder is cycling between competing setpoints.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\gemini\xai_v4\cases\threshold_baseline__scn_05_oscillation_c83.json,0,1,0,0,1,0,0.6416666666666667,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
